2017-01-01,USD,INR,67.945029,6
2017-01-02,USD,INR,68.134003,0
2017-01-03,USD,INR,68.268997,1
2017-01-04,USD,INR,67.884003,2
2017-01-05,USD,INR,67.730003,3
2017-01-06,USD,INR,68.089996,4
2017-01-07,USD,INR,68.089996,5
2017-01-08,USD,INR,68.141998,6
2017-01-09,USD,INR,68.094002,0
2017-01-10,USD,INR,68.316002,1
2017-01-11,USD,INR,68.099998,2
2017-01-12,USD,INR,68.128998,3
2017-01-13,USD,INR,68.160004,4
2017-01-14,USD,INR,68.160004,5
2017-01-15,USD,INR,68.157997,6
2017-01-16,USD,INR,68.094002,0
2017-01-17,USD,INR,67.899002,1
2017-01-18,USD,INR,68.196999,2
2017-01-19,USD,INR,68.089996,3
2017-01-20,USD,INR,68.049004,4
2017-01-21,USD,INR,68.049004,5
2017-01-22,USD,INR,68.075996,6
2017-01-23,USD,INR,68.050003,0
2017-01-24,USD,INR,68.164001,1
2017-01-25,USD,INR,67.970001,2
2017-01-26,USD,INR,68.146004,3
2017-01-27,USD,INR,68.079002,4
2017-01-28,USD,INR,68.079002,5
2017-01-29,USD,INR,68.109001,6
2017-01-30,USD,INR,67.819837,0
2017-01-31,USD,INR,67.488998,1
2017-02-01,USD,INR,67.378998,2
2017-02-02,USD,INR,67.198997,3
2017-02-03,USD,INR,67.174004,4
2017-02-04,USD,INR,67.174004,5
2017-02-05,USD,INR,67.175003,6
2017-02-06,USD,INR,67.179996,0
2017-02-07,USD,INR,67.330002,1
2017-02-08,USD,INR,67.043999,2
2017-02-09,USD,INR,66.738998,3
2017-02-10,USD,INR,66.811996,4
2017-02-11,USD,INR,66.811996,5
2017-02-12,USD,INR,66.811996,6
2017-02-13,USD,INR,66.899002,0
2017-02-14,USD,INR,66.808998,1
2017-02-15,USD,INR,66.848999,2
2017-02-16,USD,INR,67.058998,3
2017-02-17,USD,INR,67.059998,4
2017-02-18,USD,INR,67.059998,5
2017-02-19,USD,INR,67.059998,6
2017-02-20,USD,INR,66.894997,0
