date,source,tocurrency,rate
2015-01-01,USD,INR,63.30198
2015-01-02,USD,INR,63.30107
2015-01-03,USD,INR,63.28911
2015-01-04,USD,INR,63.35145
2015-01-05,USD,INR,63.38583
2015-01-06,USD,INR,63.52716
2015-01-07,USD,INR,63.29091
2015-01-08,USD,INR,62.80687
2015-01-09,USD,INR,62.36057
2015-01-10,USD,INR,62.25497
2015-01-11,USD,INR,62.25525
2015-01-12,USD,INR,62.10259
2015-01-13,USD,INR,62.05099
2015-01-14,USD,INR,62.13565
2015-01-15,USD,INR,62.01321
2015-01-16,USD,INR,61.76914
2015-01-17,USD,INR,61.76791
2015-01-18,USD,INR,61.73403
2015-01-19,USD,INR,61.66479
2015-01-20,USD,INR,61.69989
2015-01-21,USD,INR,61.6241
2015-01-22,USD,INR,61.58715
2015-01-23,USD,INR,61.42375
2015-01-24,USD,INR,61.39835
2015-01-25,USD,INR,61.48477
2015-01-26,USD,INR,61.44137
2015-01-27,USD,INR,61.41233
2015-01-28,USD,INR,61.34769
2015-01-29,USD,INR,61.71702
2015-01-30,USD,INR,61.96769
2015-01-31,USD,INR,62.02887
2015-02-01,USD,INR,62.01145
2015-02-02,USD,INR,61.83551
2015-02-03,USD,INR,61.67315
2015-02-04,USD,INR,61.78422
2015-02-05,USD,INR,61.74483
2015-02-06,USD,INR,61.92867
2015-02-07,USD,INR,61.93166
2015-02-08,USD,INR,61.96691
2015-02-09,USD,INR,62.13217
2015-02-10,USD,INR,62.26115
2015-02-11,USD,INR,62.33571
2015-02-12,USD,INR,62.22411
2015-02-13,USD,INR,62.14579
2015-02-14,USD,INR,62.10785
2015-02-15,USD,INR,62.09653
2015-02-16,USD,INR,62.19121
2015-02-17,USD,INR,62.16515
2015-02-18,USD,INR,62.16488
2015-02-19,USD,INR,62.22615
2015-02-20,USD,INR,62.17281
2015-02-21,USD,INR,62.19005
2015-02-22,USD,INR,62.14331
2015-02-23,USD,INR,62.20149
2015-02-24,USD,INR,62.11263
2015-02-25,USD,INR,61.94993
2015-02-26,USD,INR,61.78507
2015-02-27,USD,INR,61.72265
2015-02-28,USD,INR,61.70701
2015-03-01,USD,INR,61.68683
2015-03-02,USD,INR,61.82987
2015-03-03,USD,INR,61.84427
2015-03-04,USD,INR,62.19771
2015-03-05,USD,INR,62.29955
2015-03-06,USD,INR,62.55781
2015-03-07,USD,INR,62.58194
2015-03-08,USD,INR,62.59711
2015-03-09,USD,INR,62.61895
2015-03-10,USD,INR,62.73917
2015-03-11,USD,INR,62.76107
2015-03-12,USD,INR,62.57613
2015-03-13,USD,INR,62.94369
2015-03-14,USD,INR,62.98603
2015-03-15,USD,INR,63.05203
2015-03-16,USD,INR,62.83415
2015-03-17,USD,INR,62.6856
2015-03-18,USD,INR,62.60465
2015-03-19,USD,INR,62.52611
2015-03-20,USD,INR,62.41462
2015-03-21,USD,INR,62.41003
2015-03-22,USD,INR,62.34404
2015-03-23,USD,INR,62.24867
2015-03-24,USD,INR,62.26756
2015-03-25,USD,INR,62.40513
2015-03-26,USD,INR,62.73262
2015-03-27,USD,INR,62.55071
2015-03-28,USD,INR,62.54138
2015-03-29,USD,INR,62.54183
2015-03-30,USD,INR,62.59025
2015-03-31,USD,INR,62.39897
2015-04-01,USD,INR,62.31298
2015-04-02,USD,INR,62.2044
2015-04-03,USD,INR,62.09862
2015-04-04,USD,INR,62.07962
2015-04-05,USD,INR,62.07063
2015-04-06,USD,INR,62.12997
2015-04-07,USD,INR,62.25672
2015-04-08,USD,INR,62.22452
2015-04-09,USD,INR,62.28846
2015-04-10,USD,INR,62.26218
2015-04-11,USD,INR,62.28132
2015-04-12,USD,INR,62.28291
2015-04-13,USD,INR,62.39171
2015-04-14,USD,INR,62.36086
2015-04-15,USD,INR,62.39246
2015-04-16,USD,INR,62.3434
2015-04-17,USD,INR,62.46487
2015-04-18,USD,INR,62.45786
2015-04-19,USD,INR,62.48975
2015-04-20,USD,INR,62.95849
2015-04-21,USD,INR,62.84554
2015-04-22,USD,INR,62.94021
2015-04-23,USD,INR,63.21613
2015-04-24,USD,INR,63.60709
2015-04-25,USD,INR,63.70039
2015-04-26,USD,INR,63.7001
2015-04-27,USD,INR,63.40013
2015-04-28,USD,INR,63.18412
2015-04-29,USD,INR,63.38842
2015-04-30,USD,INR,63.47775
2015-05-01,USD,INR,63.62812
2015-05-02,USD,INR,63.64824
2015-05-03,USD,INR,63.63259
2015-05-04,USD,INR,63.59393
2015-05-05,USD,INR,63.45038
2015-05-06,USD,INR,63.62019
2015-05-07,USD,INR,64.00698
2015-05-08,USD,INR,63.80934
2015-05-09,USD,INR,63.79698
2015-05-10,USD,INR,63.76065
2015-05-11,USD,INR,63.92877
2015-05-12,USD,INR,64.11951
2015-05-13,USD,INR,64.070461
2015-05-14,USD,INR,63.60061
2015-05-15,USD,INR,63.52084
2015-05-16,USD,INR,63.46048
2015-05-17,USD,INR,63.46113
