2007-10-01,USD,INR,39.730762
2007-10-02,USD,INR,39.658182
2007-10-03,USD,INR,39.385712
2007-10-04,USD,INR,39.335209
2007-10-05,USD,INR,39.425329
2007-10-06,USD,INR,39.328767
2007-10-07,USD,INR,39.328767
2007-10-08,USD,INR,39.465543
2007-10-09,USD,INR,39.069264
2007-10-10,USD,INR,39.128637
2007-10-11,USD,INR,39.201407
2007-10-12,USD,INR,39.162172
2007-10-13,USD,INR,39.157675
2007-10-14,USD,INR,39.157675
2007-10-15,USD,INR,39.186623
2007-10-16,USD,INR,39.294081
2007-10-17,USD,INR,39.459162
2007-10-18,USD,INR,39.618173
2007-10-19,USD,INR,39.598751
2007-10-20,USD,INR,39.64838
2007-10-21,USD,INR,39.64838
2007-10-22,USD,INR,39.794105
2007-10-23,USD,INR,39.532277
2007-10-24,USD,INR,39.482078
2007-10-25,USD,INR,39.376269
2007-10-26,USD,INR,39.285375
2007-10-27,USD,INR,39.392749
2007-10-28,USD,INR,39.304874
2007-10-29,USD,INR,39.336275
2007-10-30,USD,INR,39.286141
2007-10-31,USD,INR,39.249712
