date,source,tocurrency,rate
2014-01-01,USD,INR,61.84034
2014-01-02,USD,INR,62.15326
2014-01-03,USD,INR,62.15707
2014-01-04,USD,INR,62.21605
2014-01-05,USD,INR,62.20488
2014-01-06,USD,INR,62.2872
2014-01-07,USD,INR,62.2918
2014-01-08,USD,INR,62.15612
2014-01-09,USD,INR,62.07622
2014-01-10,USD,INR,61.64706
2014-01-11,USD,INR,61.57305
2014-01-12,USD,INR,61.4902
2014-01-13,USD,INR,61.43834
2014-01-14,USD,INR,61.436
2014-01-15,USD,INR,61.49411
2014-01-16,USD,INR,61.49925
2014-01-17,USD,INR,61.53153
2014-01-18,USD,INR,61.52632
2014-01-19,USD,INR,61.55242
2014-01-20,USD,INR,61.56828
2014-01-21,USD,INR,61.81641
2014-01-22,USD,INR,61.76576
2014-01-23,USD,INR,61.89129
2014-01-24,USD,INR,62.53551
2014-01-25,USD,INR,62.63216
2014-01-26,USD,INR,62.6964
2014-01-27,USD,INR,63.01366
2014-01-28,USD,INR,62.58969
2014-01-29,USD,INR,62.54168
2014-01-30,USD,INR,62.5549
2014-01-31,USD,INR,62.56999
2014-02-01,USD,INR,62.54087
2014-02-02,USD,INR,62.52916
2014-02-03,USD,INR,62.55062
2014-02-04,USD,INR,62.54957
2014-02-05,USD,INR,62.58912
2014-02-06,USD,INR,62.37477
2014-02-07,USD,INR,62.20508
2014-02-08,USD,INR,62.17268
2014-02-09,USD,INR,62.10286
2014-02-10,USD,INR,62.34932
2014-02-11,USD,INR,62.20445
2014-02-12,USD,INR,62.05546
2014-02-13,USD,INR,62.31945
2014-02-14,USD,INR,61.88311
2014-02-15,USD,INR,61.86573
2014-02-16,USD,INR,61.8236
2014-02-17,USD,INR,61.8161
2014-02-18,USD,INR,62.10487
2014-02-19,USD,INR,62.16915
2014-02-20,USD,INR,62.20734
2014-02-21,USD,INR,62.09301
2014-02-22,USD,INR,62.04626
2014-02-23,USD,INR,62.0045
2014-02-24,USD,INR,62.02896
2014-02-25,USD,INR,61.95804
2014-02-26,USD,INR,61.94323
2014-02-27,USD,INR,61.96507
2014-02-28,USD,INR,61.83233
2014-03-01,USD,INR,61.82264
2014-03-02,USD,INR,61.80644
2014-03-03,USD,INR,62.02922
2014-03-04,USD,INR,61.90248
2014-03-05,USD,INR,61.79066
2014-03-06,USD,INR,61.22146
2014-03-07,USD,INR,61.15291
2014-03-08,USD,INR,61.12534
2014-03-09,USD,INR,61.15744
2014-03-10,USD,INR,60.91722
2014-03-11,USD,INR,60.97116
2014-03-12,USD,INR,61.10849
2014-03-13,USD,INR,61.15418
2014-03-14,USD,INR,61.20047
2014-03-15,USD,INR,61.25994
2014-03-16,USD,INR,61.2351
2014-03-17,USD,INR,61.1504
2014-03-18,USD,INR,61.15545
2014-03-19,USD,INR,61.00285
2014-03-20,USD,INR,61.2916
2014-03-21,USD,INR,61.04484
2014-03-22,USD,INR,60.9991
2014-03-23,USD,INR,60.98534
2014-03-24,USD,INR,60.82838
2014-03-25,USD,INR,60.50081
2014-03-26,USD,INR,60.21851
2014-03-27,USD,INR,60.25895
2014-03-28,USD,INR,59.93869
2014-03-29,USD,INR,59.89528
2014-03-30,USD,INR,59.86488
2014-03-31,USD,INR,59.93978
2014-04-01,USD,INR,59.93185
2014-04-02,USD,INR,59.91367
2014-04-03,USD,INR,60.15051
2014-04-04,USD,INR,60.01145
2014-04-05,USD,INR,60.01869
2014-04-06,USD,INR,59.95968
2014-04-07,USD,INR,60.07946
2014-04-08,USD,INR,60.11201
2014-04-09,USD,INR,60.16046
2014-04-10,USD,INR,60.15776
2014-04-11,USD,INR,60.26248
2014-04-12,USD,INR,60.30016
2014-04-13,USD,INR,60.3126
2014-04-14,USD,INR,60.27184
2014-04-15,USD,INR,60.30683
2014-04-16,USD,INR,60.37126
2014-04-17,USD,INR,60.30647
2014-04-18,USD,INR,60.32219
2014-04-19,USD,INR,60.31339
2014-04-20,USD,INR,60.30894
2014-04-21,USD,INR,60.43264
2014-04-22,USD,INR,60.72805
2014-04-23,USD,INR,61.02293
2014-04-24,USD,INR,61.09829
2014-04-25,USD,INR,60.73642
2014-04-26,USD,INR,60.69784
2014-04-27,USD,INR,60.66162
2014-04-28,USD,INR,60.66706
2014-04-29,USD,INR,60.47993
2014-04-30,USD,INR,60.36051
2014-05-01,USD,INR,60.29046
2014-05-02,USD,INR,60.10746
2014-05-03,USD,INR,60.09795
2014-05-04,USD,INR,60.08772
2014-05-05,USD,INR,60.16294
2014-05-06,USD,INR,60.03996
2014-05-07,USD,INR,60.04949
2014-05-08,USD,INR,59.94184
2014-05-09,USD,INR,59.91282
2014-05-10,USD,INR,59.91139
2014-05-11,USD,INR,59.90224
2014-05-12,USD,INR,59.86104
2014-05-13,USD,INR,59.52966
2014-05-14,USD,INR,59.53195
2014-05-15,USD,INR,59.39342
2014-05-16,USD,INR,58.76275
2014-05-17,USD,INR,58.66891
2014-05-18,USD,INR,58.58882
2014-05-19,USD,INR,58.43614
2014-05-20,USD,INR,58.56415
2014-05-21,USD,INR,58.67967
2014-05-22,USD,INR,58.39359
2014-05-23,USD,INR,58.43935
2014-05-24,USD,INR,58.42387
2014-05-25,USD,INR,58.41242
2014-05-26,USD,INR,58.63072
2014-05-27,USD,INR,58.9207
2014-05-28,USD,INR,58.90611
2014-05-29,USD,INR,58.92835
2014-05-30,USD,INR,59.12267
2014-05-31,USD,INR,59.16074
2014-06-01,USD,INR,59.20926
2014-06-02,USD,INR,59.17034
2014-06-03,USD,INR,59.30024
2014-06-04,USD,INR,59.28903
2014-06-05,USD,INR,59.18132
2014-06-06,USD,INR,59.05399
2014-06-07,USD,INR,59.0141
2014-06-08,USD,INR,59.07106
2014-06-09,USD,INR,59.13212
2014-06-10,USD,INR,59.18744
2014-06-11,USD,INR,59.28095
2014-06-12,USD,INR,59.27715
2014-06-13,USD,INR,59.63071
2014-06-14,USD,INR,59.6878
2014-06-15,USD,INR,59.72272
2014-06-16,USD,INR,60.07744
2014-06-17,USD,INR,60.18837
2014-06-18,USD,INR,60.29986
2014-06-19,USD,INR,60.11722
2014-06-20,USD,INR,60.14766
2014-06-21,USD,INR,60.19167
2014-06-22,USD,INR,60.17602
2014-06-23,USD,INR,60.16536
2014-06-24,USD,INR,60.17131
2014-06-25,USD,INR,60.10414
2014-06-26,USD,INR,60.1944
2014-06-27,USD,INR,60.05745
2014-06-28,USD,INR,60.04474
2014-06-29,USD,INR,60.04251
2014-06-30,USD,INR,60.07272
2014-07-01,USD,INR,60.04801
2014-07-02,USD,INR,59.76703
2014-07-03,USD,INR,59.74179
2014-07-04,USD,INR,59.73042
2014-07-05,USD,INR,59.73913
2014-07-06,USD,INR,59.74326
2014-07-07,USD,INR,59.90582
2014-07-08,USD,INR,59.77577
2014-07-09,USD,INR,59.76953
2014-07-10,USD,INR,60.10384
2014-07-11,USD,INR,59.97771
2014-07-12,USD,INR,60.02075
2014-07-13,USD,INR,60.04248
2014-07-14,USD,INR,60.092
2014-07-15,USD,INR,60.10285
2014-07-16,USD,INR,60.10236
2014-07-17,USD,INR,60.15428
2014-07-18,USD,INR,60.27262
2014-07-19,USD,INR,60.19873
2014-07-20,USD,INR,60.19086
2014-07-21,USD,INR,60.24544
2014-07-22,USD,INR,60.15066
2014-07-23,USD,INR,60.05733
2014-07-24,USD,INR,60.08457
2014-07-25,USD,INR,60.0382
2014-07-26,USD,INR,60.04333
2014-07-27,USD,INR,60.03502
2014-07-28,USD,INR,60.0503
2014-07-29,USD,INR,60.09193
2014-07-30,USD,INR,60.11861
2014-07-31,USD,INR,60.47212
2014-08-01,USD,INR,60.82947
2014-08-02,USD,INR,60.97431
2014-08-03,USD,INR,61.07406
2014-08-04,USD,INR,60.92888
2014-08-05,USD,INR,60.88248
2014-08-06,USD,INR,61.39159
2014-08-07,USD,INR,61.2747
2014-08-08,USD,INR,61.16648
2014-08-09,USD,INR,61.16807
2014-08-10,USD,INR,61.13852
2014-08-11,USD,INR,61.1434
2014-08-12,USD,INR,61.15316
2014-08-13,USD,INR,61.14033
2014-08-14,USD,INR,60.87025
2014-08-15,USD,INR,60.90417
2014-08-16,USD,INR,60.89075
2014-08-17,USD,INR,60.88886
2014-08-18,USD,INR,60.80384
2014-08-19,USD,INR,60.71336
2014-08-20,USD,INR,60.65956
2014-08-21,USD,INR,60.68687
2014-08-22,USD,INR,60.49829
2014-08-23,USD,INR,60.45534
2014-08-24,USD,INR,60.49266
2014-08-25,USD,INR,60.5302
2014-08-26,USD,INR,60.45144
2014-08-27,USD,INR,60.46396
2014-08-28,USD,INR,60.55325
2014-08-29,USD,INR,60.5589
2014-08-30,USD,INR,60.55956
2014-08-31,USD,INR,60.53668
2014-09-01,USD,INR,60.54078
2014-09-02,USD,INR,60.65665
2014-09-03,USD,INR,60.51183
2014-09-04,USD,INR,60.41347
2014-09-05,USD,INR,60.28243
2014-09-06,USD,INR,60.27545
2014-09-07,USD,INR,60.29908
2014-09-08,USD,INR,60.31074
2014-09-09,USD,INR,60.58287
2014-09-10,USD,INR,60.85527
2014-09-11,USD,INR,60.91963
2014-09-12,USD,INR,60.87133
2014-09-13,USD,INR,60.87677
2014-09-14,USD,INR,60.79886
2014-09-15,USD,INR,61.1
2014-09-16,USD,INR,61.06145
2014-09-17,USD,INR,60.94571
2014-09-18,USD,INR,60.80775
2014-09-19,USD,INR,60.89003
2014-09-20,USD,INR,60.85203
2014-09-21,USD,INR,60.85328
2014-09-22,USD,INR,60.86944
2014-09-23,USD,INR,60.98479
2014-09-24,USD,INR,60.95315
