date,source,tocurrency,rate,Day Of Week
2008-04-28,USD,INR,40.14433,0
2008-04-29,USD,INR,40.40776,1
2008-04-30,USD,INR,40.471145,2
2008-05-01,USD,INR,40.525901,3
2008-05-02,USD,INR,40.642126,4
2008-05-03,USD,INR,40.682239,5
2008-05-04,USD,INR,40.682239,6
2008-05-05,USD,INR,40.690745,0
2008-05-06,USD,INR,40.975403,1
2008-05-07,USD,INR,41.291895,2
2008-05-08,USD,INR,41.693471,3
2008-05-09,USD,INR,41.536422,4
2008-05-10,USD,INR,41.575891,5
2008-05-11,USD,INR,41.575891,6
2008-05-12,USD,INR,42.021406,0
2008-05-13,USD,INR,42.108993,1
2008-05-14,USD,INR,42.394699,2
2008-05-15,USD,INR,42.623801,3
2008-05-16,USD,INR,42.528756,4
2008-05-17,USD,INR,42.549167,5
2008-05-18,USD,INR,42.549167,6
2008-05-19,USD,INR,42.430584,0
2008-05-20,USD,INR,42.592799,1
2008-05-21,USD,INR,42.77274,2
2008-05-22,USD,INR,42.883458,3
2008-05-23,USD,INR,42.725335,4
2008-05-24,USD,INR,42.789232,5
2008-05-25,USD,INR,42.789232,6
2008-05-26,USD,INR,42.687364,0
2008-05-27,USD,INR,42.867126,1
2008-05-28,USD,INR,42.685301,2
2008-05-29,USD,INR,42.608051,3
2008-05-30,USD,INR,42.328981,4
2008-05-31,USD,INR,42.378213,5
2008-06-01,USD,INR,42.378213,6
2008-06-02,USD,INR,42.410037,0
2008-06-03,USD,INR,42.564331,1
2008-06-04,USD,INR,42.648589,2
2008-06-05,USD,INR,42.867825,3
2008-06-06,USD,INR,42.651817,4
2008-06-07,USD,INR,42.675583,5
2008-06-08,USD,INR,42.675583,6
2008-06-09,USD,INR,42.82523,0
2008-06-10,USD,INR,42.978542,1
2008-06-11,USD,INR,42.755229,2
2008-06-12,USD,INR,42.771103,3
2008-06-13,USD,INR,42.898231,4
2008-06-14,USD,INR,42.926504,5
2008-06-15,USD,INR,42.926504,6
2008-06-16,USD,INR,42.972561,0
2008-06-17,USD,INR,42.822933,1
2008-06-18,USD,INR,42.819485,2
2008-06-19,USD,INR,42.961419,3
2008-06-20,USD,INR,42.896226,4
2008-06-21,USD,INR,42.922848,5
2008-06-22,USD,INR,42.922848,6
2008-06-23,USD,INR,42.962338,0
2008-06-24,USD,INR,42.852549,1
2008-06-25,USD,INR,42.686316,2
2008-06-26,USD,INR,42.620026,3
2008-06-27,USD,INR,42.80678,4
2008-06-28,USD,INR,42.850145,5
2008-06-29,USD,INR,42.850145,6
2008-06-30,USD,INR,42.958745,0
2008-07-01,USD,INR,43.246733,1
2008-07-02,USD,INR,43.181334,2
2008-07-03,USD,INR,43.229753,3
2008-07-04,USD,INR,43.178057,4
2008-07-05,USD,INR,43.211451,5
2008-07-06,USD,INR,43.211451,6
2008-07-07,USD,INR,43.29223,0
2008-07-08,USD,INR,43.262575,1
2008-07-09,USD,INR,43.093134,2
2008-07-10,USD,INR,42.959737,3
2008-07-11,USD,INR,42.824563,4
2008-07-12,USD,INR,42.905137,5
2008-07-13,USD,INR,42.905137,6
2008-07-14,USD,INR,42.818628,0
2008-07-15,USD,INR,43.122769,1
2008-07-16,USD,INR,43.022034,2
2008-07-17,USD,INR,42.783351,3
2008-07-18,USD,INR,42.67035,4
2008-07-19,USD,INR,42.682866,5
2008-07-20,USD,INR,42.682866,6
2008-07-21,USD,INR,42.657107,0
2008-07-22,USD,INR,42.673694,1
2008-07-23,USD,INR,42.05094,2
2008-07-24,USD,INR,42.147762,3
2008-07-25,USD,INR,41.866297,4
2008-07-26,USD,INR,42.235004,5
2008-07-27,USD,INR,42.235004,6
2008-07-28,USD,INR,42.538186,0
2008-07-29,USD,INR,42.603462,1
2008-07-30,USD,INR,42.369075,2
2008-07-31,USD,INR,42.475655,3
2008-08-01,USD,INR,42.309674,4
2008-08-02,USD,INR,42.311246,5
2008-08-03,USD,INR,42.311246,6
2008-08-04,USD,INR,42.467497,0
2008-08-05,USD,INR,42.198305,1
2008-08-06,USD,INR,42.083341,2
2008-08-07,USD,INR,42.077385,3
2008-08-08,USD,INR,42.088396,4
2008-08-09,USD,INR,42.154685,5
2008-08-10,USD,INR,42.154685,6
2008-08-11,USD,INR,42.135097,0
2008-08-12,USD,INR,42.357081,1
2008-08-13,USD,INR,42.622023,2
2008-08-14,USD,INR,42.977185,3
2008-08-15,USD,INR,42.757004,4
2008-08-16,USD,INR,42.785833,5
2008-08-17,USD,INR,42.785833,6
2008-08-18,USD,INR,43.564836,0
2008-08-19,USD,INR,43.551981,1
2008-08-20,USD,INR,43.72001,2
2008-08-21,USD,INR,43.43804,3
2008-08-22,USD,INR,43.378603,4
2008-08-23,USD,INR,43.461542,5
2008-08-24,USD,INR,43.461542,6
2008-08-25,USD,INR,43.726817,0
2008-08-26,USD,INR,43.788063,1
2008-08-27,USD,INR,43.69744,2
2008-08-28,USD,INR,43.717336,3
2008-08-29,USD,INR,43.629555,4
2008-08-30,USD,INR,43.872802,5
2008-08-31,USD,INR,43.872802,6
2008-09-01,USD,INR,44.134425,0
2008-09-02,USD,INR,44.441582,1
2008-09-03,USD,INR,44.021381,2
2008-09-04,USD,INR,44.37823,3
2008-09-05,USD,INR,44.615971,4
2008-09-06,USD,INR,44.559389,5
2008-09-07,USD,INR,44.559389,6
2008-09-08,USD,INR,44.631264,0
2008-09-09,USD,INR,44.825194,1
2008-09-10,USD,INR,45.105256,2
2008-09-11,USD,INR,45.520528,3
2008-09-12,USD,INR,45.737029,4
2008-09-13,USD,INR,45.844605,5
2008-09-14,USD,INR,45.844605,6
2008-09-15,USD,INR,45.907382,0
2008-09-16,USD,INR,46.794648,1
2008-09-17,USD,INR,46.254743,2
2008-09-18,USD,INR,46.369639,3
2008-09-19,USD,INR,45.771433,4
2008-09-20,USD,INR,45.854792,5
2008-09-21,USD,INR,45.854792,6
2008-09-22,USD,INR,45.404596,0
2008-09-23,USD,INR,45.706528,1
2008-09-24,USD,INR,45.965861,2
2008-09-25,USD,INR,46.114416,3
2008-09-26,USD,INR,46.455163,4
2008-09-27,USD,INR,46.454479,5
2008-09-28,USD,INR,46.454479,6
2008-09-29,USD,INR,46.76736,0
2008-09-30,USD,INR,46.584746,1
2008-10-01,USD,INR,46.56969,2
2008-10-02,USD,INR,46.618928,3
2008-10-03,USD,INR,47.066271,4
2008-10-04,USD,INR,47.125779,5
2008-10-05,USD,INR,47.125779,6
2008-10-06,USD,INR,47.738182,0
2008-10-07,USD,INR,47.852938,1
2008-10-08,USD,INR,47.961563,2
2008-10-09,USD,INR,47.7983,3
2008-10-10,USD,INR,48.461986,4
2008-10-11,USD,INR,48.529091,5
2008-10-12,USD,INR,48.529091,6
2008-10-13,USD,INR,48.120196,0
2008-10-14,USD,INR,47.988493,1
2008-10-15,USD,INR,48.475921,2
2008-10-16,USD,INR,48.755827,3
2008-10-17,USD,INR,48.907695,4
2008-10-18,USD,INR,48.949471,5
2008-10-19,USD,INR,48.949471,6
2008-10-20,USD,INR,48.983557,0
2008-10-21,USD,INR,48.963933,1
2008-10-22,USD,INR,49.310283,2
2008-10-23,USD,INR,49.80872,3
2008-10-24,USD,INR,49.886202,4
2008-10-25,USD,INR,49.830395,5
2008-10-26,USD,INR,49.830395,6
2008-10-27,USD,INR,49.814628,0
2008-10-28,USD,INR,49.744137,1
2008-10-29,USD,INR,49.583644,2
2008-10-30,USD,INR,49.438645,3
2008-10-31,USD,INR,49.422419,4
2008-11-01,USD,INR,49.517095,5
2008-11-02,USD,INR,49.517095,6
2008-11-03,USD,INR,48.524666,0
2008-11-04,USD,INR,47.475505,1
2008-11-05,USD,INR,47.342307,2
2008-11-06,USD,INR,47.651775,3
2008-11-07,USD,INR,47.567504,4
2008-11-08,USD,INR,47.617044,5
2008-11-09,USD,INR,47.617044,6
2008-11-10,USD,INR,47.306459,0
2008-11-11,USD,INR,48.0561,1
2008-11-12,USD,INR,49.232085,2
2008-11-13,USD,INR,48.893583,3
2008-11-14,USD,INR,48.758602,4
2008-11-15,USD,INR,48.796003,5
2008-11-16,USD,INR,48.796003,6
2008-11-17,USD,INR,49.167342,0
2008-11-18,USD,INR,49.532143,1
2008-11-19,USD,INR,49.83113,2
2008-11-20,USD,INR,50.102723,3
2008-11-21,USD,INR,49.663321,4
2008-11-22,USD,INR,49.665485,5
2008-11-23,USD,INR,49.665485,6
2008-11-24,USD,INR,49.967668,0
2008-11-25,USD,INR,49.76841,1
2008-11-26,USD,INR,49.291851,2
2008-11-27,USD,INR,49.166641,3
2008-11-28,USD,INR,49.686411,4
2008-11-29,USD,INR,49.740238,5
2008-11-30,USD,INR,49.740238,6
2008-12-01,USD,INR,49.976675,0
2008-12-02,USD,INR,50.027538,1
2008-12-03,USD,INR,49.928695,2
2008-12-04,USD,INR,49.730074,3
2008-12-05,USD,INR,49.516827,4
2008-12-06,USD,INR,49.514238,5
2008-12-07,USD,INR,49.514238,6
2008-12-08,USD,INR,49.450352,0
2008-12-09,USD,INR,49.213716,1
2008-12-10,USD,INR,48.651344,2
2008-12-11,USD,INR,48.093133,3
2008-12-12,USD,INR,48.339837,4
2008-12-13,USD,INR,48.689826,5
2008-12-14,USD,INR,48.689826,6
2008-12-15,USD,INR,47.673401,0
2008-12-16,USD,INR,47.810941,1
2008-12-17,USD,INR,47.591117,2
2008-12-18,USD,INR,46.841971,3
2008-12-19,USD,INR,47.059142,4
2008-12-20,USD,INR,47.077212,5
2008-12-21,USD,INR,47.077212,6
2008-12-22,USD,INR,47.745905,0
2008-12-23,USD,INR,48.658804,1
2008-12-24,USD,INR,47.882073,2
2008-12-25,USD,INR,48.336619,3
2008-12-26,USD,INR,48.411052,4
2008-12-27,USD,INR,48.402104,5
2008-12-28,USD,INR,48.402104,6
2008-12-29,USD,INR,48.203758,0
2008-12-30,USD,INR,48.101852,1
2008-12-31,USD,INR,48.509503,2
