2012-01-01,USD,INR,53.08517,6
2012-01-02,USD,INR,53.30624,0
2012-01-03,USD,INR,53.134025,1
2012-01-04,USD,INR,52.910955,2
2012-01-05,USD,INR,52.923193,3
2012-01-06,USD,INR,52.70607,4
2012-01-07,USD,INR,52.724819,5
2012-01-08,USD,INR,52.724819,6
2012-01-09,USD,INR,52.467012,0
2012-01-10,USD,INR,51.711653,1
2012-01-11,USD,INR,51.841703,2
2012-01-12,USD,INR,51.52755,3
2012-01-13,USD,INR,51.455572,4
2012-01-14,USD,INR,51.488905,5
2012-01-15,USD,INR,51.488905,6
2012-01-16,USD,INR,51.417304,0
2012-01-17,USD,INR,50.672649,1
2012-01-18,USD,INR,50.402017,2
2012-01-19,USD,INR,50.279774,3
2012-01-20,USD,INR,50.253176,4
2012-01-21,USD,INR,50.258177,5
2012-01-22,USD,INR,50.258177,6
2012-01-23,USD,INR,50.008144,0
2012-01-24,USD,INR,50.070805,1
2012-01-25,USD,INR,50.200386,2
2012-01-26,USD,INR,49.94748,3
2012-01-27,USD,INR,49.395103,4
2012-01-28,USD,INR,49.355103,5
2012-01-29,USD,INR,49.355103,6
2012-01-30,USD,INR,49.716529,0
2012-01-31,USD,INR,49.486002,1
2012-02-01,USD,INR,49.194643,2
2012-02-02,USD,INR,49.098157,3
2012-02-03,USD,INR,48.719856,4
2012-02-04,USD,INR,48.704856,5
2012-02-05,USD,INR,48.704856,6
2012-02-06,USD,INR,49.053513,0
2012-02-07,USD,INR,49.274963,1
2012-02-08,USD,INR,49.170806,2
2012-02-09,USD,INR,49.378362,3
2012-02-10,USD,INR,49.48903,4
2012-02-11,USD,INR,49.497364,5
2012-02-12,USD,INR,49.497364,6
2012-02-13,USD,INR,49.154012,0
2012-02-14,USD,INR,49.403998,1
2012-02-15,USD,INR,49.352596,2
2012-02-16,USD,INR,49.389325,3
2012-02-17,USD,INR,49.269199,4
2012-02-18,USD,INR,49.257533,5
2012-02-19,USD,INR,49.257533,6
2012-02-20,USD,INR,49.153473,0
2012-02-21,USD,INR,49.286619,1
2012-02-22,USD,INR,49.187872,2
2012-02-23,USD,INR,49.162688,3
2012-02-24,USD,INR,48.994351,4
2012-02-25,USD,INR,48.997685,5
2012-02-26,USD,INR,48.997685,6
2012-02-27,USD,INR,49.495299,0
2012-02-28,USD,INR,49.358557,1
2012-02-29,USD,INR,49.279923,2
2012-03-01,USD,INR,49.443878,3
2012-03-02,USD,INR,49.49906,4
2012-03-03,USD,INR,49.487393,5
2012-03-04,USD,INR,49.487393,6
2012-03-05,USD,INR,49.810837,0
2012-03-06,USD,INR,50.380285,1
2012-03-07,USD,INR,50.340171,2
2012-03-08,USD,INR,50.29,3
2012-03-09,USD,INR,49.781824,4
2012-03-10,USD,INR,49.800158,5
2012-03-11,USD,INR,49.800158,6
2012-03-12,USD,INR,49.982378,0
2012-03-13,USD,INR,49.95153,1
2012-03-14,USD,INR,50.001799,2
2012-03-15,USD,INR,50.328472,3
2012-03-16,USD,INR,50.131642,4
2012-03-17,USD,INR,50.149976,5
2012-03-18,USD,INR,50.149976,6
2012-03-19,USD,INR,50.200105,0
2012-03-20,USD,INR,50.454656,1
2012-03-21,USD,INR,50.647618,2
2012-03-22,USD,INR,51.242516,3
2012-03-23,USD,INR,51.233624,4
2012-03-24,USD,INR,51.24614,5
2012-03-25,USD,INR,51.24614,6
2012-03-26,USD,INR,51.116758,0
2012-03-27,USD,INR,50.726551,1
2012-03-28,USD,INR,50.819059,2
2012-03-29,USD,INR,51.135821,3
2012-03-30,USD,INR,50.847429,4
2012-03-31,USD,INR,50.707392,5
2012-04-01,USD,INR,50.707392,6
2012-04-02,USD,INR,50.791195,0
2012-04-03,USD,INR,50.658443,1
2012-04-04,USD,INR,51.123985,2
2012-04-05,USD,INR,51.138979,3
2012-04-06,USD,INR,51.149907,4
2012-04-07,USD,INR,51.144814,5
2012-04-08,USD,INR,51.139813,6
2012-04-09,USD,INR,51.129907,0
2012-04-10,USD,INR,51.473213,1
2012-04-11,USD,INR,51.480068,2
2012-04-12,USD,INR,51.446995,3
2012-04-13,USD,INR,51.35143,4
2012-04-14,USD,INR,51.30143,5
2012-04-15,USD,INR,51.423929,6
2012-04-16,USD,INR,51.642156,0
2012-04-17,USD,INR,51.456154,1
2012-04-18,USD,INR,51.795724,2
2012-04-19,USD,INR,52.108354,3
2012-04-20,USD,INR,52.069879,4
2012-04-21,USD,INR,52.08988,5
2012-04-22,USD,INR,52.08988,6
2012-04-23,USD,INR,52.501579,0
2012-04-24,USD,INR,52.654331,1
2012-04-25,USD,INR,52.513361,2
2012-04-26,USD,INR,52.516503,3
2012-04-27,USD,INR,52.480653,4
2012-04-28,USD,INR,52.48232,5
2012-04-29,USD,INR,52.48232,6
2012-04-30,USD,INR,52.67902,0
2012-05-01,USD,INR,52.583677,1
2012-05-02,USD,INR,52.911705,2
2012-05-03,USD,INR,53.385142,3
2012-05-04,USD,INR,53.453192,4
2012-05-05,USD,INR,53.474858,5
2012-05-06,USD,INR,53.474858,6
2012-05-07,USD,INR,52.898486,0
2012-05-08,USD,INR,53.130543,1
2012-05-09,USD,INR,53.813285,2
2012-05-10,USD,INR,53.294686,3
2012-05-11,USD,INR,53.633278,4
2012-05-12,USD,INR,53.634944,5
2012-05-13,USD,INR,53.634944,6
2012-05-14,USD,INR,53.943263,0
2012-05-15,USD,INR,53.818182,1
2012-05-16,USD,INR,54.418439,2
2012-05-17,USD,INR,54.425049,3
